trajectory_id,frame,full_instruction_ref,current_step_index,current_step_text,transition_event,full_condition,current_condition,hold_condition,steps_since_transition,cumulative_transition_count
coffee_table/case515,1012,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],314,2
coffee_table/case515,1013,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],315,2
coffee_table/case515,1014,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],316,2
coffee_table/case515,1015,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],317,2
coffee_table/case515,1016,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],318,2
coffee_table/case515,1017,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],319,2
coffee_table/case515,1018,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],320,2
coffee_table/case515,1019,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],321,2
coffee_table/case515,1020,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],322,2
coffee_table/case515,1021,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],323,2
coffee_table/case515,1022,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],324,2
coffee_table/case515,1023,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],325,2
coffee_table/case515,1024,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],326,2
coffee_table/case515,1025,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],327,2
coffee_table/case515,1026,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],328,2
coffee_table/case515,1027,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],329,2
coffee_table/case515,1028,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],330,2
coffee_table/case515,1029,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],331,2
coffee_table/case515,1030,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],332,2
coffee_table/case515,1031,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],333,2
coffee_table/case515,1032,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],334,2
coffee_table/case515,1033,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],335,2
coffee_table/case515,1034,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],336,2
coffee_table/case515,1035,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],337,2
coffee_table/case515,1036,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],338,2
coffee_table/case515,1037,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],339,2
coffee_table/case515,1038,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],340,2
coffee_table/case515,1039,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],341,2
coffee_table/case515,1040,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],342,2
coffee_table/case515,1041,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],343,2
coffee_table/case515,1042,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],344,2
coffee_table/case515,1043,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],345,2
coffee_table/case515,1044,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],346,2
coffee_table/case515,1045,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],347,2
coffee_table/case515,1046,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],348,2
coffee_table/case515,1047,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],349,2
coffee_table/case515,1048,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],350,2
coffee_table/case515,1049,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],351,2
coffee_table/case515,1050,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],352,2
coffee_table/case515,1051,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],353,2
coffee_table/case515,1052,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],354,2
coffee_table/case515,1053,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],355,2
coffee_table/case515,1054,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],356,2
coffee_table/case515,1055,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],357,2
coffee_table/case515,1056,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],358,2
coffee_table/case515,1057,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],359,2
coffee_table/case515,1058,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],360,2
coffee_table/case515,1059,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],361,2
coffee_table/case515,1060,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],362,2
coffee_table/case515,1061,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],363,2
coffee_table/case515,1062,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],364,2
coffee_table/case515,1063,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],365,2
coffee_table/case515,1064,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],366,2
coffee_table/case515,1065,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],367,2
coffee_table/case515,1066,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],368,2
coffee_table/case515,1067,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],369,2
coffee_table/case515,1068,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],370,2
coffee_table/case515,1069,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],371,2
coffee_table/case515,1070,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],372,2
coffee_table/case515,1071,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],373,2
coffee_table/case515,1072,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],374,2
coffee_table/case515,1073,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],375,2
coffee_table/case515,1074,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],376,2
coffee_table/case515,1075,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],377,2
coffee_table/case515,1076,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],378,2
coffee_table/case515,1077,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],379,2
coffee_table/case515,1078,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],380,2
coffee_table/case515,1079,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],381,2
coffee_table/case515,1080,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],382,2
coffee_table/case515,1081,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],383,2
coffee_table/case515,1082,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],384,2
coffee_table/case515,1083,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],385,2
coffee_table/case515,1084,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],386,2
coffee_table/case515,1085,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],387,2
coffee_table/case515,1086,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],388,2
coffee_table/case515,1087,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],389,2
coffee_table/case515,1088,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],390,2
coffee_table/case515,1089,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],391,2
coffee_table/case515,1090,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],392,2
coffee_table/case515,1091,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],393,2
coffee_table/case515,1092,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],394,2
coffee_table/case515,1093,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],395,2
coffee_table/case515,1094,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],396,2
coffee_table/case515,1095,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],397,2
coffee_table/case515,1096,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],398,2
coffee_table/case515,1097,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],399,2
coffee_table/case515,1098,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],400,2
coffee_table/case515,1099,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],401,2
coffee_table/case515,1100,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],402,2
coffee_table/case515,1101,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],403,2
coffee_table/case515,1102,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],404,2
coffee_table/case515,1103,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],405,2
coffee_table/case515,1104,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],406,2
coffee_table/case515,1105,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],407,2
coffee_table/case515,1106,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],408,2
coffee_table/case515,1107,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],409,2
coffee_table/case515,1108,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],410,2
coffee_table/case515,1109,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],411,2
coffee_table/case515,1110,coffee_table/case515,2,Turn on the flat stove at cook region.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Turn on the flat stove at cook region.,[HOLD],412,2
