trajectory_id,scene,case,source_path,source_relative_path,visual_relative_path,full_instruction,num_frames,num_steps,boundary_start_ok,boundary_contiguous,positive_intervals,terminal_match,step_text_count_match,hdf5_readable,state_action_length_match,state_time_monotonic,robot_qpos_prefix_verified,annotation_valid,invalid_reason,source_sha256,state_width,state_dtype,action_dim,action_dtype
coffee_table/case252,coffee_table,case252,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case252/demo.hdf5,RoboCerebra_trainset/coffee_table/case252/demo.hdf5,RoboCerebra_trainset/coffee_table/case252/case252.mp4,"Prepare a wooden tray with cookies and milk by transferring cookies from the coffee table onto the tray, pouring milk into a red coffee mug, and placing all items on the tray for serving.",2069,5,True,True,True,True,True,True,True,True,True,True,,4778c301399b23cc1be3e58a637ecbfb2b51be4aa416f9cb27012c4588b86911,84,float64,7,float64
coffee_table/case253,coffee_table,case253,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case253/demo.hdf5,RoboCerebra_trainset/coffee_table/case253/demo.hdf5,RoboCerebra_trainset/coffee_table/case253/case253.mp4,"The task involves using a robotic arm to manipulate various kitchen objects, including cream_cheese, white_bowl, porcelain_mug, and wine_bottle, by locating, moving, grasping, and placing them on designated targets (e.g., coffee_table, white_storage_box, wooden_two_layer_shelf) or performing specific actions (e.g., activating a flat_stove control, pouring wine into a mug) to organize and interact with the environment.",2516,8,True,True,True,True,True,True,True,True,True,True,,bacd2ddc033fd8c15e4de5dee31be826fd70e522107352ad089559aa26ca7015,86,float64,7,float64
coffee_table/case254,coffee_table,case254,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case254/demo.hdf5,RoboCerebra_trainset/coffee_table/case254/demo.hdf5,RoboCerebra_trainset/coffee_table/case254/case254.mp4,"Prepare a snack platter by transferring a plate, popcorn, butter, and cream cheese from the coffee table to a table, and arranging the popcorn, butter, and cream cheese on the plate.",1601,9,True,True,True,True,True,True,True,True,True,True,,c36d0238ba77079e4153c9db075249d4f50a28b5e493ec754b11cdff565a294f,84,float64,7,float64
coffee_table/case255,coffee_table,case255,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case255/demo.hdf5,RoboCerebra_trainset/coffee_table/case255/demo.hdf5,RoboCerebra_trainset/coffee_table/case255/case255.mp4,"Prepare a tomato macaroni dish by combining macaroni, cheese, and tomato sauce in a chefmate_8_frypan, transferring the mixture to a plate, and tidying up the chefmate_8_frypan by returning it to the coffee_table.",4815,13,True,True,True,False,True,True,True,True,True,False,terminal_mismatch;frame_assignment_not_exact,7c9860ee23ef21147941d3f9c4aac39f7bd91f084c217692b132703c42cc196d,84,float64,7,float64
coffee_table/case256,coffee_table,case256,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case256/demo.hdf5,RoboCerebra_trainset/coffee_table/case256/demo.hdf5,RoboCerebra_trainset/coffee_table/case256/case256.mp4,"Prepare a seasoned popcorn snack by combining popcorn and BBQ sauce on a plate, then heating it in the microwave.",3842,9,True,True,True,False,True,True,True,True,True,False,terminal_mismatch;frame_assignment_not_exact,877ee3fef8aa38543eaa42254a0ad3dc3183f556b61f727dc97296e290214a96,73,float64,7,float64
coffee_table/case257,coffee_table,case257,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case257/demo.hdf5,RoboCerebra_trainset/coffee_table/case257/demo.hdf5,RoboCerebra_trainset/coffee_table/case257/case257.mp4,"The task involves using a robotic arm to arrange a scene by sequentially moving, grasping, relocating, and placing objects (wooden_tray, alphabet_soup, basket, butter, porcelain_mug, wine_bottle, and chefmate_8_frypan) on a coffee_table or rack, as well as pouring wine into a porcelain_mug, to organize and complete the desired setup.",3398,5,True,True,True,False,True,True,True,True,True,False,terminal_mismatch;frame_assignment_not_exact,d1558dc23257105aeae9cac894439a81f9359655d41f220033957fa9d6d9a5f7,136,float64,7,float64
coffee_table/case258,coffee_table,case258,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case258/demo.hdf5,RoboCerebra_trainset/coffee_table/case258/demo.hdf5,RoboCerebra_trainset/coffee_table/case258/case258.mp4,"Prepare a snack arrangement by combining chocolate pudding and macaroni and cheese on a plate, and pouring wine from a bottle onto a wooden tray for a beverage touch.",3326,8,True,True,True,True,True,True,True,True,True,True,,d3e33ba3e42d542cafa7c100ff064a751584510a96056b8136c280662e0db45a,99,float64,7,float64
coffee_table/case259,coffee_table,case259,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case259/demo.hdf5,RoboCerebra_trainset/coffee_table/case259/demo.hdf5,RoboCerebra_trainset/coffee_table/case259/case259.mp4,"The task involves arranging a snack setup by opening the short_fridge, handling items like a wine_bottle, plate, popcorn, and chocolate_pudding from the coffee_table, pouring out the wine_bottle, and placing the popcorn and chocolate_pudding on the plate.",3401,9,True,True,True,False,True,True,True,True,True,False,terminal_mismatch;frame_assignment_not_exact,08fb5fdd427d58d302201c64401d1e615f10fe249d83b6b9be4a163e9ab06bc3,86,float64,7,float64
coffee_table/case260,coffee_table,case260,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case260/demo.hdf5,RoboCerebra_trainset/coffee_table/case260/demo.hdf5,RoboCerebra_trainset/coffee_table/case260/case260.mp4,"The task is to prepare a creamy mixture by gathering akita_black_bowl, cream_cheese, milk, tomato_sauce, and wine_bottle from an undefined coffee_table, and sequentially depositing their contents into akita_black_bowl.",4982,5,True,True,True,False,True,True,True,True,True,False,terminal_mismatch;frame_assignment_not_exact,9f5a54b033d7e2fa9d07c159eb3aaa5888438a7f30d9587553967ad6775e10c3,97,float64,7,float64
coffee_table/case261,coffee_table,case261,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case261/demo.hdf5,RoboCerebra_trainset/coffee_table/case261/demo.hdf5,RoboCerebra_trainset/coffee_table/case261/case261.mp4,Prepare a heated macaroni and cheese meal using a microwave and mix salad dressing in a frypan on a coffee table.,5969,10,True,True,True,True,True,True,True,True,True,True,,377b70d5ca8efbef7eac64be9a8d99708251c9b9446251cfcdbc7125f37def93,92,float64,7,float64
coffee_table/case262,coffee_table,case262,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case262/demo.hdf5,RoboCerebra_trainset/coffee_table/case262/demo.hdf5,RoboCerebra_trainset/coffee_table/case262/case262.mp4,"Arrange a snack serving setup by placing popcorn on a wooden tray for serving and storing a red coffee mug in a bowl drainer, while accessing storage areas like a white cabinet and the bowl drainer.",1684,5,True,True,True,True,True,True,True,True,True,True,,8e4c5b5e9819e6335d33975f340fc51538753e7efc1440bc62623628e198bf0f,77,float64,7,float64
coffee_table/case263,coffee_table,case263,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case263/demo.hdf5,RoboCerebra_trainset/coffee_table/case263/demo.hdf5,RoboCerebra_trainset/coffee_table/case263/case263.mp4,"Arrange cookies and pour wine onto a plate, using a white cabinet and coffee table, then place the decorated plate into a chefmate_8_frypan.",3063,10,True,True,True,True,True,True,True,True,True,True,,4cc278d178f12f13623042f209534b5021de9bb85d0d4a913c4ff15e1bbb952f,90,float64,7,float64
coffee_table/case264,coffee_table,case264,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case264/demo.hdf5,RoboCerebra_trainset/coffee_table/case264/demo.hdf5,RoboCerebra_trainset/coffee_table/case264/case264.mp4,"Organize a snack setup by transferring a plate, macaroni_and_cheese, red_coffee_mug, bbq_sauce, and a wine_bottle from the coffee_table to the table, pouring out the bbq_sauce, and opening the microwave.",1567,6,True,True,True,True,True,True,True,True,True,True,,a8f0ac08325bd7e88ff6a57d7e597020c0b153a05f3fd987444041e59a67b2da,99,float64,7,float64
coffee_table/case265,coffee_table,case265,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case265/demo.hdf5,RoboCerebra_trainset/coffee_table/case265/demo.hdf5,RoboCerebra_trainset/coffee_table/case265/case265.mp4,"Organize butter, milk, and a wine bottle by moving them from the coffee table to appropriate storage locations (wooden cabinet and short fridge) while using and adjusting appliances as needed.",2532,9,True,True,True,True,True,True,True,True,True,True,,dffd07ae340c254f8e23888a6d4d39ffd3cc89b0c3b6254ded804d228266f570,79,float64,7,float64
coffee_table/case266,coffee_table,case266,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case266/demo.hdf5,RoboCerebra_trainset/coffee_table/case266/demo.hdf5,RoboCerebra_trainset/coffee_table/case266/case266.mp4,"The robotic arm uses the wooden cabinet, akita black bowl, serving counter, microwave, coffee table, popcorn, and orange juice container to prepare a snack by microwaving popcorn and serving a beverage by pouring orange juice.",3284,9,True,True,True,True,True,True,True,True,True,True,,3b52ac29cbe524598fd748dc1bd59b2a2080574555b44e960d0a6e308c2425ac,79,float64,7,float64
coffee_table/case267,coffee_table,case267,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case267/demo.hdf5,RoboCerebra_trainset/coffee_table/case267/demo.hdf5,RoboCerebra_trainset/coffee_table/case267/case267.mp4,"Heat macaroni and cheese by transferring it into a white bowl, placing the bowl in the microwave, and using the microwave's heating region.",3189,8,True,True,True,True,True,True,True,True,True,True,,c4d82eb4fdcc4d0f781f9e78337aea4c514a5ecc864469ba69bc218bcc8fd029,60,float64,7,float64
coffee_table/case268,coffee_table,case268,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case268/demo.hdf5,RoboCerebra_trainset/coffee_table/case268/demo.hdf5,RoboCerebra_trainset/coffee_table/case268/case268.mp4,"Organize items from the coffee_table by placing the wine_bottle in the white_storage_box, the chefmate_8_frypan on the wine_rack's top_region, and resolving a conflict for the placement of the red_coffee_mug due to the wine_rack's region limitation.",3565,6,True,True,True,True,True,True,True,True,True,True,,1817fca15c601a0053ee619e94d2c76c384ff17d649ef1e20479af361aac9eea,71,float64,7,float64
coffee_table/case269,coffee_table,case269,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case269/demo.hdf5,RoboCerebra_trainset/coffee_table/case269/demo.hdf5,RoboCerebra_trainset/coffee_table/case269/case269.mp4,"Organize kitchen items by moving cream_cheese into the short_fridge middle_region, placing a plate into the white_storage_box top_side, returning a chefmate_8_frypan to the coffee_table, and pouring out a wine_bottle.",3609,8,True,True,True,True,True,True,True,True,True,True,,a995b1e7059bb3d70adcb9ad9ee2c8d623545cf92c4a5acffc8ad0d777e95e01,86,float64,7,float64
coffee_table/case270,coffee_table,case270,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case270/demo.hdf5,RoboCerebra_trainset/coffee_table/case270/demo.hdf5,RoboCerebra_trainset/coffee_table/case270/case270.mp4,"The task involves preparing a heated snack plate by assembling cream cheese and BBQ sauce on a plate taken from the coffee table, placing the plate into an active microwave for heating.",4392,9,True,True,True,True,True,True,True,True,True,True,,238f540518cb1000bbdc10e9221e48b5f5390e704625c0f309de78d3f763a866,73,float64,7,float64
coffee_table/case271,coffee_table,case271,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case271/demo.hdf5,RoboCerebra_trainset/coffee_table/case271/demo.hdf5,RoboCerebra_trainset/coffee_table/case271/case271.mp4,"Prepare a snack-time serving setup by arranging milk, a wine bottle, and a porcelain mug from the short_fridge and coffee_table onto a wooden_tray placed on the table.",2978,7,True,True,True,True,True,True,True,True,True,True,,a3b4088e66b1a107cb813295271eed22a47d824e779f0fbd668bf3d7eff763cb,86,float64,7,float64
coffee_table/case272,coffee_table,case272,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case272/demo.hdf5,RoboCerebra_trainset/coffee_table/case272/demo.hdf5,RoboCerebra_trainset/coffee_table/case272/case272.mp4,Heat up alphabet soup in a white bowl using the microwave and organize a plate from the coffee table into a white cabinet.,5063,9,True,True,True,True,True,True,True,True,True,True,,6dc6154c862d72a8668398145be7d645719c988cf160b63219c9b444801610b1,79,float64,7,float64
coffee_table/case273,coffee_table,case273,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case273/demo.hdf5,RoboCerebra_trainset/coffee_table/case273/demo.hdf5,RoboCerebra_trainset/coffee_table/case273/case273.mp4,"Prepare popcorn with butter by collecting a white bowl from a wooden cabinet, combining butter and popcorn in the bowl, and heating it on a flat stove.",3206,12,True,True,True,True,True,True,True,True,True,True,,9c80b0612592e2a073c8df15bf8b0e66412af684e7773e6fb7e18df7d1a20bdd,79,float64,7,float64
coffee_table/case274,coffee_table,case274,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case274/demo.hdf5,RoboCerebra_trainset/coffee_table/case274/demo.hdf5,RoboCerebra_trainset/coffee_table/case274/case274.mp4,"Create a sequence for organizing and preparing cooking-related items by interacting with the wooden_cabinet, chefmate_8_frypan, wooden_tray, microwave, coffee_table, red_coffee_mug, and wine_bottle, including actions like retrieving, placing, and pouring.",5471,7,True,True,True,True,True,True,True,True,True,True,,fb2cb2bede4b102926c7043bb1c3e80e5afc9dee0b5cb6b244328b46acf56572,92,float64,7,float64
coffee_table/case275,coffee_table,case275,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case275/demo.hdf5,RoboCerebra_trainset/coffee_table/case275/demo.hdf5,RoboCerebra_trainset/coffee_table/case275/case275.mp4,"Prepare a mixed snack bowl by combining cream cheese from the wooden cabinet and chocolate pudding from the coffee table in a white bowl, and retrieve a red coffee mug from the short cabinet.",3031,9,True,True,True,True,True,True,True,True,True,True,,79866d87079e0d64a8c9085690faf15bde93d62bdae8279bcc7de8617470bc0c,96,float64,7,float64
coffee_table/case276,coffee_table,case276,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case276/demo.hdf5,RoboCerebra_trainset/coffee_table/case276/demo.hdf5,RoboCerebra_trainset/coffee_table/case276/case276.mp4,"The task involves preparing a culinary setup by arranging a chefmate_8_frypan, milk, akita_black_bowl, wine_bottle, and a poured-out bbq_sauce on a counter after retrieving them from a wooden_cabinet, short_fridge, and coffee_table.",3079,8,True,True,True,True,True,True,True,True,True,True,,bec59297c0f004742e5d8f5ce220db29d97726dac96264aeb1a21008714aa7df,105,float64,7,float64
coffee_table/case277,coffee_table,case277,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case277/demo.hdf5,RoboCerebra_trainset/coffee_table/case277/demo.hdf5,RoboCerebra_trainset/coffee_table/case277/case277.mp4,"The task involves preparing a snack setup by sequentially manipulating objects (white_bowl, popcorn, wine_bottle, cream_cheese) on a coffee_table to transfer items or pour liquids into appropriate containers and activating a flat_stove in the cook_region for further use.",2788,10,True,True,True,True,True,True,True,True,True,True,,55b0f21c714ca91f803e5e94141d5ca29d3b2a7b26d341c8e6af12e57ae5764c,99,float64,7,float64
coffee_table/case278,coffee_table,case278,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case278/demo.hdf5,RoboCerebra_trainset/coffee_table/case278/demo.hdf5,RoboCerebra_trainset/coffee_table/case278/case278.mp4,Prepare a snack by heating a red coffee mug in the microwave and assembling chocolate pudding and cream cheese onto a plate from the coffee table.,3308,7,True,True,True,True,True,True,True,True,True,True,,357972d0ce6ad05798740ab38ed4d2d0fcada5cb3198f9e2de3ea80931d78be8,86,float64,7,float64
coffee_table/case279,coffee_table,case279,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case279/demo.hdf5,RoboCerebra_trainset/coffee_table/case279/demo.hdf5,RoboCerebra_trainset/coffee_table/case279/case279.mp4,"Organize items on the coffee_table by placing cookies into a white_storage_box, a chefmate_8_frypan onto a wooden_tray, and a porcelain_mug onto a bowl_drainer.",2514,6,True,True,True,True,True,True,True,True,True,True,,71c8ed142b9a9b9e3af47dc480a04ed19b34ab2936256fa929178db5ed9b905d,84,float64,7,float64
coffee_table/case280,coffee_table,case280,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case280/demo.hdf5,RoboCerebra_trainset/coffee_table/case280/demo.hdf5,RoboCerebra_trainset/coffee_table/case280/case280.mp4,"Prepare a dessert plate by assembling chocolate pudding, butter, and milk on a plate sourced from a wooden cabinet and placed on a table.",3202,10,True,True,True,True,True,True,True,True,True,True,,01b67de6426594b09ad2339a6b7036e052a60e219aabf8f4d3af9c0ab70697b1,90,float64,7,float64
coffee_table/case281,coffee_table,case281,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case281/demo.hdf5,RoboCerebra_trainset/coffee_table/case281/demo.hdf5,RoboCerebra_trainset/coffee_table/case281/case281.mp4,"The task is to prepare a cooking setup by interacting with a wooden cabinet, a coffee table, a white bowl, butter, a microwave, and tomato sauce to organize ingredients and position them for heating.",2759,9,True,True,True,True,True,True,True,True,True,True,,b591d492741740fefc0eb2cc515b3e1de026e2011a6f3a9e1f239d216cc6cef8,79,float64,7,float64
coffee_table/case282,coffee_table,case282,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case282/demo.hdf5,RoboCerebra_trainset/coffee_table/case282/demo.hdf5,RoboCerebra_trainset/coffee_table/case282/case282.mp4,"Organize a culinary scene by relocating items, including chocolate pudding, mugs, a frypan, and a wine bottle between a wooden cabinet, coffee table, and microwave.",2811,6,True,True,True,True,True,True,True,True,True,True,,11a64976d199a45b8b9e4d0eb4d50907e9922ec4ce10bd6758f0bcb99158d096,105,float64,7,float64
coffee_table/case283,coffee_table,case283,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case283/demo.hdf5,RoboCerebra_trainset/coffee_table/case283/demo.hdf5,RoboCerebra_trainset/coffee_table/case283/case283.mp4,Prepare a mixed beverage by combining wine and orange juice in a porcelain mug and organize the moka pot by transferring it from the wooden cabinet to the coffee table.,4126,9,True,True,True,True,True,True,True,True,True,True,,a2bcd7a4d5bc0b888c3b0a2fdbe08916bb68aef395829bb413c32041accb48bf,90,float64,7,float64
coffee_table/case284,coffee_table,case284,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case284/demo.hdf5,RoboCerebra_trainset/coffee_table/case284/demo.hdf5,RoboCerebra_trainset/coffee_table/case284/case284.mp4,"The task involves preparing a cooking scene by using a wooden cabinet, chefmate frypan, flat stove, tomato sauce, coffee table, red coffee mug, and wine bottle to heat tomato sauce in a frypan and pour wine into a mug for beverage preparation.",2833,9,True,True,True,True,True,True,True,True,True,True,,887902c207103c9de556b4740f41cf48d8d489b4399a7fa87993fe5e99cf2b40,92,float64,7,float64
coffee_table/case285,coffee_table,case285,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case285/demo.hdf5,RoboCerebra_trainset/coffee_table/case285/demo.hdf5,RoboCerebra_trainset/coffee_table/case285/case285.mp4,Set up a mini snack and beverage station by pouring wine from a wine_bottle into a white_yellow_mug on a coffee_table and storing cookies in a white_storage_box after retrieving them from the coffee_table.,1928,5,True,True,True,False,True,True,True,True,True,False,terminal_mismatch;frame_assignment_not_exact,817684ac24e880851fe86b303c72b04bb43a6744868a628e00ab7d1c60aab5f3,77,float64,7,float64
coffee_table/case286,coffee_table,case286,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case286/demo.hdf5,RoboCerebra_trainset/coffee_table/case286/demo.hdf5,RoboCerebra_trainset/coffee_table/case286/case286.mp4,"Prepare a snack setup by arranging cookies on a plate with milk poured onto it and orange juice poured into a white-yellow mug, using objects from the coffee table, counter, and short fridge.",4167,9,True,True,True,True,True,True,True,True,True,True,,60d45a0234d8d354fe0b5dfc75741980300b1036eb04c071e6d476cd83c8897c,99,float64,7,float64
coffee_table/case287,coffee_table,case287,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case287/demo.hdf5,RoboCerebra_trainset/coffee_table/case287/demo.hdf5,RoboCerebra_trainset/coffee_table/case287/case287.mp4,"Prepare a beverage-infused setting by using a white cabinet, a porcelain mug, a coffee table, a wine bottle, a microwave, and a red coffee mug to serve wine in a mug and place another mug in the microwave for heating.",3883,9,True,True,True,True,True,True,True,True,True,True,,39018a725da1b0642f089cd4f887d85a38cb153d0eab1b6fe3c1f9efe9c257a4,79,float64,7,float64
coffee_table/case288,coffee_table,case288,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case288/demo.hdf5,RoboCerebra_trainset/coffee_table/case288/demo.hdf5,RoboCerebra_trainset/coffee_table/case288/case288.mp4,"Organize kitchen items by moving the butter, white bowl, chefmate 8"" frypan, wine bottle, salad dressing, and moka pot from the coffee table to designated storage spaces like the wooden cabinet, wooden two-layer shelf, and rack, while also pouring contents as specified.",4818,14,True,True,True,True,True,True,True,True,True,True,,5b509fb531dc192a6673678e02775d44f0b97eee866189d63d82fefd48886198,129,float64,7,float64
coffee_table/case289,coffee_table,case289,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case289/demo.hdf5,RoboCerebra_trainset/coffee_table/case289/demo.hdf5,RoboCerebra_trainset/coffee_table/case289/case289.mp4,Organize items from the coffee_table by placing the chocolate_pudding into the short_cabinet middle_region and the white_yellow_mug onto the wooden_shelf top_side.,1988,5,True,True,True,True,True,True,True,True,True,True,,40f172817f6c23fa25f839e4fbf9974a1bbdeb5e757f398651edbc6d3325d5ac,64,float64,7,float64
coffee_table/case290,coffee_table,case290,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case290/demo.hdf5,RoboCerebra_trainset/coffee_table/case290/demo.hdf5,RoboCerebra_trainset/coffee_table/case290/case290.mp4,"Prepare dairy ingredients for cooking by retrieving milk, cream cheese, and butter from specified locations, placing them on the coffee table, and transferring cream cheese into a bowl and butter into a ramekin.",3621,12,True,True,True,True,True,True,True,True,True,True,,3355b5ca421a376cfc8b48b5a6ecf53b3eddfc9fc9bf50f794c42fb9bf4f08dc,107,float64,7,float64
coffee_table/case291,coffee_table,case291,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case291/demo.hdf5,RoboCerebra_trainset/coffee_table/case291/demo.hdf5,RoboCerebra_trainset/coffee_table/case291/case291.mp4,"The task involves organizing and interacting with various kitchen items, including a white bowl, orange juice, wine bottle, moka pot, and frypan on a coffee table, while processing liquids into specific containers to set up an interactive arrangement.",3163,7,True,True,True,True,True,True,True,True,True,True,,8a3105d86e836e50a8ecb39e321345df3d7551716fa950753c76a52545e97ec4,112,float64,7,float64
coffee_table/case292,coffee_table,case292,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case292/demo.hdf5,RoboCerebra_trainset/coffee_table/case292/demo.hdf5,RoboCerebra_trainset/coffee_table/case292/case292.mp4,"Organize tableware (porcelain_mug, white_bowl) and beverages (milk, wine) from the coffee_table by storing them in designated locations (wooden_cabinet, wooden_shelf), pouring milk into the white_bowl and wine into the porcelain_mug as instructed.",3921,11,True,True,True,True,True,True,True,True,True,True,,6cf1f51408f268b370c2dbb38fe5dd3b5e82bc3df207a30cf9a76a60f9fffedc,90,float64,7,float64
coffee_table/case293,coffee_table,case293,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case293/demo.hdf5,RoboCerebra_trainset/coffee_table/case293/demo.hdf5,RoboCerebra_trainset/coffee_table/case293/case293.mp4,"Set up a culinary demonstration by arranging a chefmate_8_frypan on a wooden_shelf, transferring butter and cookies into a glazed_rim_porcelain_ramekin, and pouring bbq_sauce from a coffee_table into a porcelain_mug.",4106,10,True,True,True,True,True,True,True,True,True,True,,570839f1ab927870886de6171f020d8e87bc37d2347fda4211e15dfa1e3f911f,116,float64,7,float64
coffee_table/case294,coffee_table,case294,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case294/demo.hdf5,RoboCerebra_trainset/coffee_table/case294/demo.hdf5,RoboCerebra_trainset/coffee_table/case294/case294.mp4,Prepare macaroni and cheese in a frypan using butter on the stovetop while placing a wine bottle on the side table for a beverage arrangement.,4657,10,True,True,True,True,True,True,True,True,True,True,,27a3dfeeab801c434d0a4797a425d50f73907f87912aadc3ec049411ae98dd90,92,float64,7,float64
coffee_table/case295,coffee_table,case295,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case295/demo.hdf5,RoboCerebra_trainset/coffee_table/case295/demo.hdf5,RoboCerebra_trainset/coffee_table/case295/case295.mp4,Prepare a snack by heating cookies in the microwave and serve a simulated wine drink by pouring wine from a bottle into an Akita black bowl.,3090,6,True,True,True,True,True,True,True,True,True,True,,d778bb1381e3297a6cfa06cae21f2d62bc1572a6d5e762f89fc767a08adf2ca8,73,float64,7,float64
coffee_table/case296,coffee_table,case296,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case296/demo.hdf5,RoboCerebra_trainset/coffee_table/case296/demo.hdf5,RoboCerebra_trainset/coffee_table/case296/case296.mp4,"The task involves organizing by storing macaroni_and_cheese in the middle_region of a short_cabinet, serving wine from a wine_bottle into a glazed_rim_porcelain_ramekin, and arranging a porcelain_mug on the top_region of a wine_rack.",3649,8,True,True,True,True,True,True,True,True,True,True,,8dbb25cc5425b2fb2b9ddf6706329b16136d069ea02396d4964356ab5804b616,90,float64,7,float64
coffee_table/case297,coffee_table,case297,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case297/demo.hdf5,RoboCerebra_trainset/coffee_table/case297/demo.hdf5,RoboCerebra_trainset/coffee_table/case297/case297.mp4,"The task involves transferring wine from a wine_bottle stored in the wooden_cabinet to another location, followed by storing a porcelain_mug from the coffee_table into a white_storage_box.",2218,5,True,True,True,True,True,True,True,True,True,True,,360d0ce224fc1696d3a9cf3412d5b855f6ead032e357ebd70344dcee28b5c6cc,64,float64,7,float64
coffee_table/case298,coffee_table,case298,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case298/demo.hdf5,RoboCerebra_trainset/coffee_table/case298/demo.hdf5,RoboCerebra_trainset/coffee_table/case298/case298.mp4,"The task is to warm cream cheese and tomato sauce mix by preparing the ingredients on a plate, transferring them from the coffee table, and heating the plate in the microwave.",4567,12,True,True,True,True,True,True,True,True,True,True,,62f85ee425ab1c2793ede6fa045b8f3e72b7a3fb61332c0cb59e0da4e5720492,86,float64,7,float64
coffee_table/case299,coffee_table,case299,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case299/demo.hdf5,RoboCerebra_trainset/coffee_table/case299/demo.hdf5,RoboCerebra_trainset/coffee_table/case299/case299.mp4,"Prepare a snack serving setup by pouring wine from a wine bottle into a white-yellow mug and arranging cookies on a plate placed in a basket, using the coffee table as the staging area.",2878,8,True,True,True,True,True,True,True,True,True,True,,1b9f4e4a4a2f9bd09b2e74eb711ceedaa80aa95895cf98bcb4bd678cb059c09d,97,float64,7,float64
coffee_table/case300,coffee_table,case300,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case300/demo.hdf5,RoboCerebra_trainset/coffee_table/case300/demo.hdf5,RoboCerebra_trainset/coffee_table/case300/case300.mp4,Prepare a dish by placing cream_cheese into a white_bowl from a wooden_cabinet and heating a chefmate_8_frypan on a flat_stove.,2145,8,True,True,True,True,True,True,True,True,True,True,,502803bba51880dff9aebc43f1defa7b1c85c4580dc00666e269af5dd03e3889,79,float64,7,float64
